OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,lat,lon
64091,Circle K 2746398,US-10 & SR-27,Little Falls,MN,448,3.399,45.976354,-94.362502
64092,ONE9 #4555,"I-20/I-59, EXIT 77",Cottondale,AL,615,2.93233333,33.199804,-87.453015
64097,KWIK TRIP #937,US-12,Willmar,MN,451,3.34066666,45.121949,-95.043537
64098,BLUE LINE TRAVEL CENTER,"I-90, EXIT 45",Worthington                             ,MN,432,3.16566666,43.620506,-95.595643
64101,D DIAMOND TRAVEL PLAZA,"I-44, EXIT 82",Fair Grove                              ,MO,535,3.13233333,37.383933,-93.151296
64106,RAPID ROBERTS #122,SR-43,Joplin                                  ,MO,277,2.899,37.084184,-94.513339
64112,RAPID ROBERTS #123,"I-44, EXIT 80",Springfield                             ,MO,535,2.899,37.208173,-93.292271
64116,GRAND LEDGE,"I-96, EXIT 86",Grand Ledge,MI,344,3.789,42.75244,-84.746357
64120,HOLIDAY STATIONSTORE #2746185,US-2,Wakefield,MI,545,3.219,46.476545,-89.941003
64120,HOLIDAY STATIONSTORE #2746185,US-2,Wakefield,MI,545,3.139,46.476545,-89.941003
64120,HOLIDAY STATIONSTORE #2746185,US-2,Wakefield,MI,545,3.479,46.476545,-89.941003
64122,FLYING J TRAVEL PLAZA #691,"I-40, EXIT 333",Tucumcari                               ,NM,585,3.899,35.171943,-103.72504
64124,Shell,"I-94 & I-75, EXIT 171",Saint Cloud,MN,448,3.36233333,45.561608,-94.1642
64126,CASEYS #3471,US-2 & CR-87,Cohasset,MN,333,3.449,47.263556,-93.620215
64132,45 TRUCKSTOP,US-45,Corinth,MS,435,3.089,34.93436,-88.522335
64139,4 MILE TRUCKSTOP,US-98 & HOLT RD,Lucedale,MS,715,3.399,30.924888,-88.587942
64153,SPEEDWAY #6972,US-70,Durham,NC,177,3.799,35.996653,-78.901805
64155,SPEEDWAY #8228,"I-85, EXIT 191 & SR-56",Creedmoor,NC,205,3.999,36.122741,-78.686227
64156,SPEEDWAY #6985,"I-40, EXIT 312 & SR-42",Garner,NC,177,3.499,35.711264,-78.614171
64163,FILL GOOD BP #15,US-74,Monroe,NC,46,3.399,34.985428,-80.549511
64167,NORTH LONDONDERRY SUNOCO,"I-93, EXIT 5",Londonderry,NH,125,3.939,42.865087,-71.373953
64170,LUCKY 7,"I-95, EXIT 61",Wade,NC,205,2.999,35.162942,-78.736132
64171,CIRCLE K #2723130,"I-40, EXIT 364",Warsaw,NC,245,2.87566666,34.999716,-78.093965
64172,CUBBYS #108,"I-80, EXIT 420 & SR-63",Greenwood,NE,319,3.399,40.962791,-96.440348
64173,SAPP BROS TRAVEL CENTER,"I-80, EXIT 405",Lincoln,NE,413,3.36566666,40.808886,-96.707775
64181,SUNOCO- JOYCE KILMER PLAZA #7012,"NJTP,EXIT 8A",East Brunswick,NJ,115,3.899,40.427884,-74.415984
64182,SUNOCO- VINCE LOMBARDI SERVICE AREA #7017,"NJ TURNPIKE, EXIT 18",Ridgefield,NJ,115,3.899,40.834267,-74.008751
64183,SUNOCO- THOMAS EDISON PLAZA #7013,"NJTP, EXIT 11",Woodbridge,NJ,79,3.899,40.55418,-74.286001
64187,SPEEDWAY #9117,"I-25, EXIT 339",Las Vegas,NM,580,3.18566666,35.593933,-105.223896
64189,CIRCLE K #2708931,"I-10, EXIT 155",Tucumcari,NM,585,3.259,35.171943,-103.72504
64195,DANDY MINI MART #14,"I-86, EXIT 62",Nichols,NY,32,3.439,42.021712,-76.366892
64201,POCO SHOP #2,"I-95, EXIT 31",Saint Pauls                             ,NC,205,3.799,34.807023,-78.970779
64206,SUNOCO WOODROW WILSON PLAZA #7010,"NJTP, EXIT 7",Trenton,NJ,150,3.899,40.220307,-74.7659
64210,FUEL 1,"I-287, EXIT 4",South Plainfield,NJ,79,4.799,40.57927,-74.41154
64211,PILOT #490/WESTERN PETROLEUM,US-180,Carlsbad                                ,NM,593,3.729,32.425746,-104.237612
64215,STRIPES 7FLEET #42588,US-380 & SR-206,Tatum,NM,700,3.66233333,33.256992,-103.317566
64216,DANDY MINI MART #31,SR-13 & SR-224,Cayuta,NY,190,4.399,42.281741,-76.696894
64218,PILOT TRAVEL CENTERS #494,"I-88, EXIT 25",Schenectady,NY,12,3.999,42.814243,-73.939569
64221,BELL STORES #49,"I-76E, EXIT 25B",Akron,OH,249,3.499,41.083064,-81.518485
64223,7-ELEVEN #40295,"I-80, EXIT 170",Broadview Heights,OH,249,3.52733333,41.313943,-81.685127
64224,7-ELEVEN #40296,SR-176,Broadview Heights,OH,249,3.53233333,41.313943,-81.685127
64227,GO MART FOOD STORE #116,US-50 & SR-7,Coolville                               ,OH,430,3.35733333,39.221743,-81.797356
64229,SPEEDWAY #9385,"I-70, EXIT 129",Hebron,OH,315,3.369,39.961731,-82.491268
64230,Certified Oil #400423,I-70 EXIT 126,Hebron,OH,315,3.39566666,39.961731,-82.491268
64231,7-ELEVEN #40293,"OHIO TURNPIKE EB MILEPOST 139/I-80, EXIT 139",Amherst,OH,249,3.53233333,41.397822,-82.222377
64233,74 FUEL STOP,"I-74, EXIT 3",Harrison,OH,300,3.859,40.269433,-81.128911
64235,PENNZMART FUEL EXPRESS,ST 100,Tiffin                                  ,OH,411,3.4315,41.114485,-83.177954
64236,KFC TRAVELMART,SR-199,Upper Sandusky,OH,411,3.249,40.827278,-83.281309
64243,Caseys #4519,US-62,Altus,OK,483,3.00566666,34.638126,-99.333975
64244,CHOCTAW NATION DURANT WEST #632,US-69/US-75,Calera,OK,253,3.089,33.934543,-96.428602
64256,CHEROKEE TRAVEL PLAZA,"I-40, EXIT 325",Roland,OK,645,3.799,35.421202,-94.514662
64261,Phillips 66,US-75/SR-56,Okmulgee                                ,OK,560,2.989,35.667708,-95.969012
64264,CASEYS #4594,US-81 & US-70,Waurika,OK,253,3.07733333,34.167037,-97.997536
64265,ASAP GENERAL STORE #101,"I-40, EXIT 84 & US-54",Weatherford,OK,483,3.13233333,35.526163,-98.707574
64270,PENN JERSEY DIESEL & TRAILER,"I-95, EXIT 37",Bensalem,PA,160,4.199,40.104555,-74.951279
64274,RUTTERS #53,"I-83, EXIT 32 & SR-382",Etters,PA,70,3.999,40.224591,-76.898081
64275,7-ELEVEN #40279,I-276 & US-202 (KING OF PRUSSIA SERVICE PLAZA WB),King Of Prussia,PA,160,3.884,40.094763,-75.385133
64282,ONVO TRAVEL PLAZA - HICKORY RUN,"I-80, EXIT 274",White Haven,PA,200,3.58566666,41.06064,-75.774082
64285,PILOT #4566,"I-85, EXIT 106",Blacksburg,SC,46,3.429,35.121241,-81.515925
64287,CIRCLE K #2703099,"I-20, EXIT 33",Batesburg,SC,135,3.08566666,33.90792,-81.547326
64288,PILOT #4581,"I-20, EXIT 116",Bishopville,SC,135,3.43233333,34.218211,-80.248406
64294,HOT SPOT #6004,"I-26, EXIT 28",Enoree,SC,210,3.099,34.656515,-81.965098
64298,CORNER MART #354,"I-26, EXIT 72",Newberry                                ,SC,30,3.299,34.326688,-81.583009
64299,CIRCLE K #2720881,US-17 & SR-165,Ravenel,SC,42,3.439,32.763232,-80.250099
64300,CIRCLE K #2723416,"I-26, EXIT 28",Roebuck,SC,210,3.08233333,34.882609,-81.965471
64301,HILLVIEW TRUCK STOP,"I-20, EXIT 39",Leesville                               ,SC,135,3.059,33.916532,-81.513437
64307,CIRCLE K #2723876,US-17 & SR-64,Round O,SC,42,3.37233333,32.937115,-80.540935
64309,CIRCLE K #2723272,"I-26, EXIT 119",West Columbia,SC,135,3.54566666,33.991869,-81.064034
64310,Palmetto Roads #308,"I-95, EXIT 77                 ",Saint George                            ,SC,42,3.009,33.185996,-80.575653
64313,CUBBYS #403,"I-29, EXIT 79",Sioux Falls                             ,SD,530,3.06566666,43.547601,-96.729363
64314,JAKES CORNER,US-81 & SR-34,Winfred                                 ,SD,530,3.049,43.997197,-97.362288
64336,LOVES TRAVEL STOPS #345,I-90/I-94 EXIT 48 ,Tomah,WI,450,3.289,43.978576,-90.504021
64336,LOVES TRAVEL STOP #345,I-90/I-94 EXIT 48 ,Tomah,WI,450,3.309,43.978576,-90.504021
64337,GRAVES TRUCK STOP,"I-20, EXIT 59",Carthage,TX,618,2.999,32.157041,-94.338114
64343,Allsup's Marketplace #2411,US-67,Hawley,TX,575,2.889,32.613372,-99.813038
64347,PILOT TRAVEL CENTERS #256,"US-58 & US-29, SE QUAD",Danville,VA,65,4.009,36.587988,-79.391671
64350,STRIPES #40811,"I-37, EXIT 55",George West,TX,625,3.01566666,28.331824,-98.117161
64352,CHEVRON #383461,"I-10, EXIT 259",Fort Stockton,TX,710,3.029,30.891901,-102.883662
64355,CEFCO #34,US-281 & SR-38,Hamilton,TX,765,3.029,31.642935,-97.971597
64360,CIRCLE K #2706983,"I-37, EXIT 36 & SR-359",Mathis,TX,625,3.019,28.094292,-97.827411
64374,CEFCO #2001,US-287 & FM-369,Iowa Park,TX,770,2.864,33.9618,-98.670844
64382,KOSSE COUNTRY STORE,SR-7 & SR-14,Kosse                                   ,TX,765,3.11566666,31.307677,-96.631923
64390,TXB #71 DBA KWIK CHEK FOOD STORES,"I-20, EXIT 136",Midland                                 ,TX,710,3.079,31.83688,-102.010377
64393,TEX-BEST #505,"I-35, EXIT 183",New Braunfels,TX,740,2.80566666,29.702827,-98.125735
64399,LOVES TRAVEL STOPS #247,US-287 & SR-256,Memphis,TX,585,3.789,34.725358,-100.540097
64399,LOVES TRAVEL STOP #247,US-287 & SR-256,Memphis,TX,585,3.789,34.725358,-100.540097
64406,Main Street Market,SR-84 & FM-73,Prairie Hill,TX,765,2.899,31.655166,-96.788879
64407,CIRCLE K #2741527,US-281,Premont,TX,625,2.999,27.360595,-98.123615
64408,QUIKTRIP #4058,"I-37, EXIT 125 & SR-1604",San Antonio,TX,740,2.96566666,29.4246,-98.495141
64409,LONE STAR TRAVEL CENTER,"I-35, EXIT 147",San Antonio                             ,TX,740,3.059,29.4246,-98.495141
64420,Valero,US-59 & AT ST-87,Timpson                                 ,TX,766,3.059,31.903781,-94.395202
64421,TXB #17 DBA KWIK CHEK FOOD STORES,SR-121,Trenton,TX,630,3.299,33.430665,-96.338593
64422,Chevron,"I-10, EXIT 858",Vidor,TX,610,2.749,30.131328,-94.014802
64423,PILOT #568,"I-35, EXIT 140",Von Ormy,TX,740,3.21066666,29.286868,-98.648214
64430,GOLDEN SPIKE TRAVEL PLAZA,"I-15, EXIT 382",Tremonton,UT,835,3.599,41.712077,-112.165779
64431,RJS  FUEL STOP,"I-15, EXIT 40",Tremonton,UT,835,3.459,41.712077,-112.165779
64435,SPEEDWAY #4632,US-360/US-58 & SR-1224,Danville,VA,65,4.059,36.587988,-79.391671
64436,MS 58 PLAZA,"I-95, EXIT 11",Emporia                                 ,VA,180,3.18233333,36.693761,-77.535714
64438,PILOT TRAVEL CENTER #4622,US-58,South Boston,VA,65,4.009,36.698749,-78.901399
64441,MILLER MART #55,US-460 & US-58/US-13,Suffolk,VA,130,3.09233333,36.728134,-76.583468
64442,PILOT TRUCK STOP #583,"I-5, EXIT 262",Ferndale,WA,850,4.599,48.84667,-122.589723
64442,PILOT TRUCK STOP #583,"I-5, EXIT 262",Ferndale,WA,850,4.559,48.84667,-122.589723
64445,KWIK TRIP #413,SR-93 & SR-95,Arcadia,WI,295,3.31566666,44.252721,-91.501489
64446,SPEEDWAY #4293,"I-90 & I-43, EXIT 185A",Beloit,WI,448,3.799,42.508327,-89.031784
64447,KWIK TRIP #621,"SR-29/SR-55, EXIT 234 & SR-47/SR-117",Bonduel,WI,582,3.45733333,44.739956,-88.446129
64451,ROYAL FARMS #79,ST 13,New Church                              ,VA,194,3.339,37.983109,-75.531467
64455,SPEEDWAY #4648,SR-254,Waynesboro,VA,180,3.959,38.068667,-78.8894
64463,KWIK TRIP #202,"I-39/US-51, EXIT 151 & SR-54",Plover,WI,395,3.26566666,44.456358,-89.544007
64474,SIGNAL FOOD STORE #108,US-60,Mountain View,MO,535,3.03233333,36.995332,-91.703755
64477,PILOT #1063,"I-40, EXIT 81",Marion,NC,210,3.759,35.684102,-82.009103
64478,PILOT TRAVEL CENTERS #141,"I-80, EXIT 6",Evanston,WY,835,3.699,41.268246,-110.963758
64479,YESWAY #1148,"US-30, EXIT 186",Marshalltown,IA,320,3.24566666,42.048881,-92.912267
64480,TA Garden City,US-83 & US-400,Garden City,KS,525,3.73066666,37.97169,-100.872662
64481,LOVES TRAVEL STOP #282,"I-44, EXIT 4 & SR-43",Joplin,MO,277,3.39733333,37.084184,-94.513339
64482,LOVES TRAVEL STOP #208,"I-55, EXIT 119 & SR-22",Canton,MS,655,3.489,32.612602,-90.036751
64484,LOVES TRAVEL STOP #206,"I-10, EXIT 44 & SR-59",Loxley,AL,715,3.339,30.618248,-87.753045
64485,PILOT TRAVEL CENTERS #433,"I-20, EXIT 470",Dallas,TX,630,3.18233333,32.776272,-96.796856
64486,GREENWAY STORE #614,"I-85/SR-403, EXIT 61 & SR-74",Fairburn                                ,GA,18,3.199,33.567056,-84.581042
64487,PILOT TRAVEL CENTERS #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.299,39.05209,-88.602901
64487,PILOT TRAVEL CENTER #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.499,39.05209,-88.602901
64487,PILOT TRAVEL CENTER #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.349,39.05209,-88.602901
64487,PILOT TRAVEL CENTER #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.299,39.05209,-88.602901
64487,PILOT TRAVEL CENTERS #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,510,3.499,39.05209,-88.602901
64488,PILOT TRAVEL CENTERS #274,"I-10, EXIT 109",Breaux Bridge                           ,LA,600,3.14233333,30.273532,-91.899284
64490,QUICK FUEL #2201,"I-85, EXIT 36",Atlanta,GA,18,3.35233333,33.754466,-84.389815
64491,QUICK FUEL #1803,I-80/I-294 & SR-1,South Holland,IL,290,3.849,41.600868,-87.606989
64491,QUICK FUEL #1803,I-80/I-294 & SR-1,South Holland,IL,290,3.829,41.600868,-87.606989
64491,QUICK FUEL #1803,I-80/I-294 & SR-1,South Holland,IL,290,3.889,41.600868,-87.606989
64492,QUICK FUEL #2103,"I-70, EXIT 89",Indianapolis,IN,375,3.309,39.768333,-86.15835
64493,QUICK FUEL #2801,"I-435, EXIT 1-A AT MILE 1",Lenexa,KS,400,3.369,38.969746,-94.784584
64494,QUICK FUEL #1704,I-75 EXIT 42 AT MILE 42,Lincoln Park,MI,325,3.669,42.250594,-83.178536
64494,QUICK FUEL #1704,I-75 EXIT 42 AT MILE 42,Lincoln Park,MI,325,3.619,42.250594,-83.178536
64495,QUICK FUEL #1702,"I-96, EXIT 173",Livonia,MI,325,3.799,42.36837,-83.35271
64496,QUICK FUEL #1703,"I-94, EXIT 199-A",Romulus,MI,325,3.519,42.222261,-83.396599
64496,QUICK FUEL #1703,"I-94, EXIT 199-A",Romulus,MI,325,3.549,42.222261,-83.396599
64496,QUICK FUEL #1703,"I-94, EXIT 199-A",Romulus,MI,325,3.569,42.222261,-83.396599
64498,QUICK FUEL #1705,SR-53,Warren,MI,325,3.849,42.493257,-83.006275
64498,QUICK FUEL #1705,SR-53,Warren,MI,325,3.749,42.493257,-83.006275
64498,QUICK FUEL #1705,SR-53,Warren,MI,325,3.789,42.493257,-83.006275
64499,QUICK FUEL #2401,"I-71, EXIT 234",Bridgeton,MO,540,3.094,38.756605,-90.42352
64500,QUICK FUEL #2402,"I-435, EXIT 57",Kansas City,MO,400,3.29233333,39.100105,-94.578142
64501,QUICK FUEL #2602,"I-85, EXIT 40",Charlotte,NC,46,3.39566666,35.227209,-80.843083
64502,QUICK FUEL #2305,"I-270, EXIT 10",Columbus,OH,315,3.63066666,39.96226,-83.000707
64503,QUICK FUEL #2304,"I-75, EXIT 210",Toledo,OH,550,3.60066666,41.652914,-83.537817
64508,QUICK FUEL #1150,US-51 & SR-30,Madison,WI,420,3.57566666,43.07469,-89.384166
64509,QUICK FUEL #1002,"I-94, EXIT 319",Milwaukee,WI,444,3.74066666,43.038648,-87.909075
64511,QUICK FUEL #1010,SR-100,Milwaukee,WI,444,3.779,43.038648,-87.909075
64512,QUICK FUEL #1001,"I-94, EXIT 301",New Berlin,WI,444,3.499,42.976218,-88.108497
64514,PILOT TRAVEL CENTERS #435,"I-10, EXIT 0",Anthony                                 ,TX,640,3.459,31.995653,-106.596817
64517,KWIK TRIP #696,"I-94, EXIT 19 & US-63",Baldwin,WI,451,3.574,44.966755,-92.373246
64519,BLUE RIDGE TRAVEL PLAZA,"I-81 SOUTHBOUND, EXIT 155",Mountain Top,PA,200,3.649,41.142352,-75.89368
64520,LOVES TRAVEL STOP #222,"I-70/US-35, EXIT 149B & US/35/SR-38",Richmond,IN,375,3.949,39.82869,-84.889852
64521,CHOCTAW TRAVEL PLAZA #635,US-259/SR-3,Broken Bow,OK,560,2.999,34.029863,-94.738966
64523,SKY CITY TRAVEL CENTER,"I-40, EXIT 102 NORTH",Pueblo Of Acoma,NM,580,3.28066666,34.89606,-107.581975
64524,FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,720,4.6295456,41.45764,-86.000981
64524,FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,720,4.62238967,41.45764,-86.000981
64524,FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,720,4.63022827,41.45764,-86.000981
64524,FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,720,4.61898985,41.45764,-86.000981
64524,FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,720,4.62000927,41.45764,-86.000981
64524,FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,720,4.62102914,41.45764,-86.000981
64525,PILOT TRAVEL CENTERS #3,"I-80, EXIT 223",Youngstown,OH,573,3.45233333,41.103579,-80.652016
64526,PILOT TRAVEL CENTERS #53,"I-40, EXIT 143",Hurricane Mills,TN,460,3.17566666,35.971174,-87.781969
64527,PILOT TRAVEL CENTERS #50,"I-71, EXIT 28",Pendleton,KY,415,3.759,38.691461,-84.368914
64528,Raceway #7007,SR-74 & SR-180,Shelby                                  ,NC,46,3.249,35.292351,-81.535646
64529,PILOT TRAVEL CENTERS #436,"I-40, EXIT 75",Amarillo,TX,585,3.26566666,35.20729,-101.837119
64530,PILOT TRAVEL CENTERS #420,"I-20, EXIT 114",Madison,GA,16,3.859,34.130753,-83.181741
64530,PILOT TRAVEL CENTER #420,"I-20, EXIT 114",Madison,GA,16,3.859,34.130753,-83.181741
64532,PILOT #4560,"I-75, EXIT 201",Jackson,GA,67,3.37566666,34.128256,-83.575339
64532,PILOT TRAVEL CENTER #4560,"I-75, EXIT 201",Jackson,GA,67,3.39566666,34.128256,-83.575339
64533,SHELL,US-287/US-81 & CR-718,Haslet,TX,637,2.89066666,32.974446,-97.348259
64534,CIRCLE K #4707045,"I-95, EXIT 32",Biddeford,ME,170,3.95733333,43.492584,-70.453384
64535,FLYING J TRAVEL PLAZA #628,"I-85, EXIT 160",Carnesville,GA,16,3.20566666,34.369827,-83.235155
64536,FLYING J TRAVEL PLAZA #640,"I-84, EXIT 173",Jerome,ID,785,3.90233333,42.702266,-114.286704
64537,FLYING J TRAVEL PLAZA #739,"I-35, EXIT 330B",Waco,TX,765,3.22066666,31.54919,-97.147463
64538,PILOT TRAVEL CENTER #445,"I-94, EXIT 22 & US-20",Chesterton,IN,365,3.829,41.610724,-87.052266
64538,PILOT TRAVEL CENTERS #445,"I-94, EXIT 22 & US-20",Chesterton,IN,365,3.799,41.610724,-87.052266
64545,HOBO PANTRY #24,US-231 & SR-10,Brundidge                               ,AL,720,3.599,31.720161,-85.816057
64546,GRUB MART #13,"I-59, EXIT 205 & US-411/SR-25/SR-68",Centre,AL,587,3.349,34.152041,-85.678853
64554,FACKLER TEXACO TRUCK STOP,US-72 & CR-42,Fackler,AL,615,3.199,34.792583,-85.909977
64558,MR FUEL #1203,"I-20, EXIT 129",Meridian,MS,705,2.81233333,32.36431,-88.703656
64569,LOVES TRAVEL STOP #624,"I-65, EXIT 8B",Mobile,AL,715,3.20566666,30.691346,-88.043751
64571,PETRO STOPPING CENTER #331,"I-15, EXIT 54",Las Vegas,NV,910,3.734,36.167426,-115.148413
64572,CIRCLE K #2723730,US-43/SR-13/SR-69,Northport,AL,615,3.399,33.229298,-87.577129
64578,MARATHON,US-431/SR-1,Phenix City,AL,50,3.249,32.470976,-85.000765
64581,SNEAD SHELL,US-278 & SR-75,Altoona                                 ,AL,587,3.109,34.025609,-86.325884
64592,LOVES TRAVEL STOP #368,"I-65, EXIT 208 & CR-28",Clanton,AL,720,3.33733333,32.839201,-86.630923
64595,PILOT TRAVEL CENTERS #425,"I-10, EXIT 192",Midway,FL,20,3.799,30.495476,-84.454351
64595,PILOT TRAVEL CENTER #425,"I-10, EXIT 192",Midway,FL,20,3.799,30.495476,-84.454351
64599,PONY EXPRESS TRAVEL PLAZA #6,"US-167/US-67, EXIT16 & SR-5",Cabot,AR,695,3.499,34.974532,-92.016534
64600,Caseys #4552,"I-40, EXIT 57",Clarksville,AR,645,3.244,35.471311,-93.466482
64610,KINGS RIVER COUNTRY STORE,US-412,Huntsville,AR,735,3.26566666,36.088425,-93.737526
64617,SHELL,"I-55, EXIT 48",Osceola,AR,435,2.999,35.705078,-89.969532
64647,HOOKS,I-16 EXIT 16,East Dublin,GA,85,3.399,32.548222,-82.871808
64648,QUICK FUEL #2203,"I-20, EXIT 14",Atlanta,GA,18,3.319,33.754466,-84.389815
64651,QUICK FUEL #2101,I-465,Indianapolis,IN,375,3.869,39.768333,-86.15835
64654,Fast Stop,"I-10, EXIT 177",Saint Gabriel                           ,LA,600,3.699,30.257695,-91.099271
64655,ONE9 #7937,"I-85/I-40, EXIT 132",Mc Leansville,NC,65,3.399,36.178462,-79.678061
64656,QUICK FUEL #2601,SR-27,Charlotte,NC,46,3.51233333,35.227209,-80.843083
64660,QUICK FUEL #1005,SR-59 & SR-164,Waukesha,WI,444,3.623,43.062254,-88.312389
64662,QUICK FUEL #1011,"I-94, EXIT 100",Milwaukee,WI,444,3.52066666,43.038648,-87.909075
64664,CIRCLE K #4701424,"I-74, EXIT 102",Morton,IL,280,3.699,40.612735,-89.459323
64664,CIRCLE K #4701424,"I-74, EXIT 102",Morton,IL,280,3.659,40.612735,-89.459323
64664,CIRCLE K #4701424,"I-74, EXIT 102",Morton,IL,280,3.599,40.612735,-89.459323
64671,FLYING J TRAVEL PLAZA #756,"I-94, EXIT 116 & CR-A",Black River Falls,WI,450,3.38233333,44.295215,-90.848414
64672,FLYING J TRAVEL PLAZA #655,"I-70, EXIT 123 & SR-3",Spiceland,IN,375,3.959,39.838379,-85.438861
64673,WESTVILLE TRUCKSTOP,US-6/US-421,Westville                               ,IN,365,3.58566666,41.546323,-86.896924
64674,ZANCO SHELL,"I-395, EXIT 87",Plainfield                              ,CT,175,4.399,41.679937,-71.914728
64675,Petro Mart #45,"I-70/US-40, EXIT 148 & US-54",Kingdom City,MO,392,2.939,38.942722,-91.941715
64676,PILOT TRAVEL CENTERS #460,"I-40, EXIT 140",Oklahoma City,OK,483,3.309,35.472989,-97.517054
64677,MOUNT VERNON FUEL CENTER,"I-75, EXIT 59 & US-25",Mount Vernon,KY,410,2.999,37.352944,-84.340419
64678,AINSWORTH FOUR CORNERS,US-218/SR-27 & SR-92,Ainsworth,IA,380,3.109,41.288913,-91.552384
64679,PILOT TRAVEL CENTER #118,I-30 EXIT 121,Benton,AR,695,3.259,36.345619,-94.26704
64679,PILOT TRAVEL CENTERS #118,I-30 EXIT 121,Benton,AR,695,3.199,36.345619,-94.26704
64681,PILOT TRAVEL CENTER #458,"I-10, EXIT 208",Eloy,AZ,930,3.439,32.75517,-111.553493
64681,PILOT TRAVEL CENTERS #458,"I-10, EXIT 208",Eloy,AZ,930,3.479,32.75517,-111.553493
64682,FLYING J TRAVEL PLAZA #705,"I-40, EXIT 20 & US-283",Sayre,OK,483,3.18233333,35.297954,-99.639965
64683,QUIKTRIP #777,"I-20, EXIT 49",Atlanta,GA,18,2.97233333,33.754466,-84.389815
64684,MR FUEL #721,"I-465, EXIT 4 & SR 37",Indianapolis,IN,375,3.319,39.768333,-86.15835
64687,PILOT TRAVEL CENTERS #421,"I-75, EXIT 326",Dalton,GA,285,3.30566666,34.769187,-84.970247
64687,PILOT TRAVEL CENTER #421,"I-75, EXIT 326",Dalton,GA,285,3.28566666,34.769187,-84.970247
64689,FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,200,3.96039416,39.625602,-85.920259
64689,FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,200,4.45193778,39.625602,-85.920259
64689,FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,200,3.9516535,39.625602,-85.920259
64689,FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,200,3.95368953,39.625602,-85.920259
64689,FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,200,4.45390331,39.625602,-85.920259
64689,FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,200,4.46211176,39.625602,-85.920259
64702,FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,80,4.95418716,41.869986,-106.562073
64702,FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,80,4.95528079,41.869986,-106.562073
64702,FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,80,4.95673973,41.869986,-106.562073
64702,FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,80,4.96514532,41.869986,-106.562073
64702,FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,80,4.96441327,41.869986,-106.562073
64702,FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,80,4.953094,41.869986,-106.562073
64706,CIRCLE K #2721571,"I-65, EXIT 69",Brewton,AL,715,3.399,31.103924,-87.072266
64712,SUNSTOP #650,US-431 & SR-210,Dothan,AL,20,3.41233333,31.223728,-85.393438
64713,GOOD TO GO,"I-65, EXIT 200",Enterprise                              ,AL,20,3.599,31.315171,-85.855216
64715,CIRCLE K #2709067,US-31/SR-6,Prattville,AL,720,3.499,32.460014,-86.475317
64718,CUZZS,US-43/SR-13,Thomasville,AL,720,3.53233333,31.913486,-87.735837
64719,CIRCLE K #2706697,"I-85, EXIT 77",Valley,AL,720,3.399,32.818741,-85.179385
64721,FLASH MARKET #17049,"I-40/US-63, EXIT 216 & US-49/SR-17",Brinkley,AR,695,3.179,34.887872,-91.194569
64723,CASHS #4470,US-65,Dumas,AR,655,3.209,33.88753,-91.492013
64724,TOBOS TRAVEL CENTER,"I-540, EXIT 58",Fayetteville                            ,AR,735,3.349,36.062584,-94.157433
64755,PILOT TRAVEL CENTERS #44,"I-70, EXIT 101",Boonville,MO,310,3.519,38.975155,-92.744028
64764,CORNER MARKET #62,SR-13/SR-789 & SR-64,Meeker,CO,800,3.729,40.037473,-107.913129
64765,CENEX,"I-76, EXIT 125",Sterling,CO,800,3.41566666,40.625541,-103.207709
64773,Sun Gas,US-301,Middletown,DE,243,2.999,39.449764,-75.716634
64775,SHORE STOP #287,US-13,New Castle,DE,243,3.289,39.615985,-75.662956
64775,SHORE STOP #287,US-13,New Castle,DE,243,3.309,39.615985,-75.662956
64777,4 POINTS MARKET,US-441/SR-7 & SR-804,Boynton Beach,FL,95,3.229,26.528914,-80.058141
